Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Project url,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Labels,Description,Environment,Watchers,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Outward issue link (Cloners),Attachment,Attachment,Attachment,Attachment,Custom field (Actual Result),Custom field (Actual Result),Custom field (Actual end),Custom field (Actual start),Custom field (Category),Custom field (Change reason),Custom field (Change risk),Custom field (Change type),Custom field (Compass),Custom field (Development),Custom field (Epic Color),Custom field (Epic Link),Custom field (Epic Name),Custom field (Epic Status),Custom field (Expected Result),Custom field (Expected Result),Custom field (Impact),Custom field (Issue color),Custom field (Locked forms),Custom field (Open forms),Custom field (Rank),Custom field (Request Type),Sprint,Custom field (Start date),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Test Level),Custom field (Test level),Custom field (Testcase Result),Custom field (Testcase Result),Custom field (Text Steps),Custom field (Text Steps),Custom field (Total forms),Custom field ([CHART] Date of First Response),Status Category
NC04 - Verify Customer Name – Numbers are not allowed,BK02-57,10106,Story,Done,BK02,Banking02,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,Done,Tâm Hà,638ee5aaf48fbd9b62d97a6f,Tâm Hà,638ee5aaf48fbd9b62d97a6f,Tâm Hà,638ee5aaf48fbd9b62d97a6f,07/Dec/22 5:21 PM,09/Dec/22 11:30 PM,03/Jan/23 4:59 PM,09/Dec/22 9:33 PM,,0,NewCustomer,Customer Name cannot contain numbers,,Tâm Hà,638ee5aaf48fbd9b62d97a6f,,,,,,,,,,,,,,,,,,,,,,,,07/Dec/22 5:21 PM;ug:07cad6c8-2c57-4458-ad20-c2b500a7bfab;image-20221207-102138.png;https://dolongvu.atlassian.net/secure/attachment/10017/image-20221207-102138.png,,,,,notification message “Numbers are not allowed”,,,,,,,,,,BK02-6,,,,Message must show “Numbers are not allowed”,,,,,0|hzzzzy:zzf,,BK02 Sprint 1,,,,,,,,,Unit,,Pass,,"Step 1: Enter number to Customer Name

Step 2: Wait notification",,,Done
W110- Verify Description cannot be blank,BK02-34,10105,Story,Done,BK02,Banking02,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,Done,,,Đỗ Vũ,62a15e599b728c006a94a6ee,Đỗ Vũ,62a15e599b728c006a94a6ee,07/Dec/22 12:06 PM,24/Dec/22 3:41 PM,03/Jan/23 4:59 PM,24/Dec/22 3:41 PM,,0,Withdraw,Description cannot be blank,,Đỗ Vũ,62a15e599b728c006a94a6ee,,,,,,,,,BK02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BK02-13,,,,,,,,,0|i000uu:,,BK02 Sprint 1,,,,,,,,,Unit,,Skip,,,,,Done
W109 - Verify Special characters are not allowed,BK02-42,10104,Story,Done,BK02,Banking02,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,Done,,,Đỗ Vũ,62a15e599b728c006a94a6ee,Đỗ Vũ,62a15e599b728c006a94a6ee,07/Dec/22 12:05 PM,24/Dec/22 3:41 PM,03/Jan/23 4:59 PM,24/Dec/22 3:41 PM,,0,Withdraw,Special characters are not allowed,,Đỗ Vũ,62a15e599b728c006a94a6ee,,,,,,,,,BK02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BK02-13,,,,,,,,,0|i000uq:,,BK02 Sprint 1,,,,,,,,,Unit,,Skip,,,,,Done
EC81 - Verify Email : First character cannot have space,BK02-51,10103,Story,In Progress,BK02,Banking02,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,07/Dec/22 12:04 PM,20/Dec/22 1:39 PM,03/Jan/23 4:59 PM,,,0,EditCustomer,Email : First character cannot have space,,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,,,,,,,,,,,,,,,,,,,,,,,BK02-81,,,,,,,,,,,,,,,,BK02-7,,,,,,,,,0|i000hr:,,BK02 Sprint 1,,,,,,,,,Unit,,Skip,,,,,In Progress
W108 - Verify Characters are not allowed,BK02-46,10102,Story,Done,BK02,Banking02,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,Done,,,Đỗ Vũ,62a15e599b728c006a94a6ee,Đỗ Vũ,62a15e599b728c006a94a6ee,07/Dec/22 12:03 PM,24/Dec/22 3:41 PM,03/Jan/23 4:59 PM,24/Dec/22 3:41 PM,,0,Withdraw,Characters are not allowed,,Đỗ Vũ,62a15e599b728c006a94a6ee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BK02-13,,,,,,,,,0|i000un:,,BK02 Sprint 1,,,,,,,,,Unit,,Skip,,,,,Done
EC80 - Verify Email : Email ID is not valid,BK02-81,10101,Story,In Progress,BK02,Banking02,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,07/Dec/22 12:02 PM,20/Dec/22 1:39 PM,03/Jan/23 4:59 PM,,,0,EditCustomer,Email : Email ID is not valid,,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,,,,,,,,,,,,,,,,,,,,BK02-51,,,BK02-84,,,,,,,,,,,,,,,,BK02-7,,,,,,,,,0|i000hq:zv,,BK02 Sprint 1,,,,,,,,,Unit,,Skip,,,,,In Progress
W107 - Verify Amount Field must not be blank,BK02-61,10100,Story,Done,BK02,Banking02,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,Done,,,Đỗ Vũ,62a15e599b728c006a94a6ee,Đỗ Vũ,62a15e599b728c006a94a6ee,07/Dec/22 12:02 PM,24/Dec/22 3:42 PM,03/Jan/23 4:59 PM,24/Dec/22 3:42 PM,,0,Withdraw,Amount Field must not be blank,,Đỗ Vũ,62a15e599b728c006a94a6ee,,,,,,,,,BK02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BK02-13,,,,,,,,,0|i000uk:,,BK02 Sprint 1,,,,,,,,,Unit,,Skip,,,,,Done
EC79 - Verify Email : Email ID must not be blank,BK02-84,10099,Story,In Progress,BK02,Banking02,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,07/Dec/22 12:01 PM,20/Dec/22 1:39 PM,03/Jan/23 4:59 PM,,,0,EditCustomer,Email : Email ID must not be blank,,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,,,,,,,,,,,,,,,,,,,,BK02-81,,,BK02-83,,,,,,,,,,,,,,,,BK02-7,,,,,,,,,0|i000hq:zu,,BK02 Sprint 1,,,,,,,,,Unit,,Skip,,,,,In Progress
W106 - Verify Characters are not allowed,BK02-75,10098,Story,In Progress,BK02,Banking02,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,,,,Đỗ Vũ,62a15e599b728c006a94a6ee,Đỗ Vũ,62a15e599b728c006a94a6ee,07/Dec/22 12:01 PM,13/Dec/22 4:07 PM,03/Jan/23 4:59 PM,,,0,Withdraw,Characters are not allowed,,Đỗ Vũ,62a15e599b728c006a94a6ee,,,,,,,,,BK02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BK02-13,,,,,,,,,0|i000ui:,,BK02 Sprint 1,,,,,,,,,Unit,,Skip,,,,,In Progress
W105 - Verify Special character are not allowed,BK02-87,10097,Story,Done,BK02,Banking02,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,Done,,,Đỗ Vũ,62a15e599b728c006a94a6ee,Đỗ Vũ,62a15e599b728c006a94a6ee,07/Dec/22 12:00 PM,24/Dec/22 3:42 PM,03/Jan/23 4:59 PM,24/Dec/22 3:42 PM,,0,Withdraw,Special character are not allowed,,Đỗ Vũ,62a15e599b728c006a94a6ee,,,,,,,,,BK02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BK02-13,,,,,,,,,0|i000uj:,,BK02 Sprint 1,,,,,,,,,Unit,,Skip,,,,,Done
EC78 - Verify Telephone Number - First character cannot have space,BK02-83,10096,Story,In Progress,BK02,Banking02,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,07/Dec/22 12:00 PM,20/Dec/22 1:39 PM,03/Jan/23 4:59 PM,,,0,EditCustomer,Telephone Number - First character cannot have space,,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,,,,,,,,,,,,,,,,,,,,BK02-84,,,BK02-82,,,,,,,,,,,,,,,,BK02-7,,,,,,,,,0|i000hq:zt,,BK02 Sprint 1,,,,,,,,,Unit,,Skip,,,,,In Progress
EC77 - Verify Telephone Number  – Character are not allowed,BK02-82,10095,Story,In Progress,BK02,Banking02,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,07/Dec/22 11:58 AM,20/Dec/22 1:39 PM,03/Jan/23 4:59 PM,,,0,EditCustomer,Telephone Number  – Character are not allowed,,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,,,,,,,,,,,,,,,,,,,,BK02-83,,,BK02-80,,,,,,,,,,,,,,,,BK02-7,,,,,,,,,0|i000hq:zr,,BK02 Sprint 1,,,,,,,,,Unit,,Skip,,,,,In Progress
W104 - Verify Account No must not be blank,BK02-94,10094,Story,In Progress,BK02,Banking02,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,,,,Đỗ Vũ,62a15e599b728c006a94a6ee,Đỗ Vũ,62a15e599b728c006a94a6ee,07/Dec/22 11:58 AM,13/Dec/22 4:06 PM,03/Jan/23 4:59 PM,,,0,Withdraw,Account No must not be blank,,Đỗ Vũ,62a15e599b728c006a94a6ee,,,,,,,,,BK02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BK02-13,,,,,,,,,0|i000ue:,,BK02 Sprint 1,,,,,,,,,Unit,,Skip,,,,,In Progress
EC76 - Verify Telephone Number  – Special character are not allowed,BK02-80,10093,Story,In Progress,BK02,Banking02,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,07/Dec/22 11:57 AM,20/Dec/22 1:38 PM,03/Jan/23 4:59 PM,,,0,EditCustomer,Telephone Number  – Special character are not allowed,,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,,,,,,,,,,,,,,,,,,,,BK02-82,,,BK02-79,,,,,,,,,,,,,,,,BK02-7,,,,,,,,,0|i000hq:zi,,BK02 Sprint 1,,,,,,,,,Unit,,Skip,,,,,In Progress
CP103 -Verify Passwords do not Match,BK02-95,10092,Story,In Progress,BK02,Banking02,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,,,,Đỗ Vũ,62a15e599b728c006a94a6ee,Đỗ Vũ,62a15e599b728c006a94a6ee,07/Dec/22 11:57 AM,13/Dec/22 4:06 PM,03/Jan/23 4:59 PM,,,0,ChangePassword,Choose a difficult Password,,Đỗ Vũ,62a15e599b728c006a94a6ee,,,,,,,,,BK02-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BK02-5,,,,,,,,,0|i000u6:,,BK02 Sprint 1,,,,,,,,,Unit,,Skip,,,,,In Progress
EC75 - Verify Telephone Number – Mobile no must not be blank,BK02-79,10091,Story,In Progress,BK02,Banking02,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,07/Dec/22 11:56 AM,20/Dec/22 1:38 PM,03/Jan/23 4:59 PM,,,0,EditCustomer,Telephone Number – Mobile no must not be blank,,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,,,,,,,,,,,,,,,,,,,,BK02-80,,,BK02-78,,,,,,,,,,,,,,,,BK02-7,,,,,,,,,0|i000hq:z,,BK02 Sprint 1,,,,,,,,,Unit,,Skip,,,,,In Progress
CP102 -Verify Confirm Password must not be blank,BK02-99,10090,Story,In Progress,BK02,Banking02,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,,,,Đỗ Vũ,62a15e599b728c006a94a6ee,Đỗ Vũ,62a15e599b728c006a94a6ee,07/Dec/22 11:56 AM,13/Dec/22 4:06 PM,03/Jan/23 4:59 PM,,,0,ChangePassword,Choose a difficult Password,,Đỗ Vũ,62a15e599b728c006a94a6ee,,,,,,,,,BK02-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BK02-5,,,,,,,,,0|i000ty:,,BK02 Sprint 1,,,,,,,,,Unit,,Skip,,,,,In Progress
CP101 -Verify Choose a difficult Password,BK02-103,10089,Story,In Progress,BK02,Banking02,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,,,,Đỗ Vũ,62a15e599b728c006a94a6ee,Đỗ Vũ,62a15e599b728c006a94a6ee,07/Dec/22 11:55 AM,13/Dec/22 4:06 PM,03/Jan/23 4:59 PM,,,0,ChangePassword,Choose a difficult Password,,Đỗ Vũ,62a15e599b728c006a94a6ee,,,,,,,,,BK02-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BK02-5,,,,,,,,,0|i000tq:,,BK02 Sprint 1,,,,,,,,,Unit,,Skip,,,,,In Progress
CP100 -Verify Enter at-least one special character,BK02-104,10088,Story,In Progress,BK02,Banking02,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,,,,Đỗ Vũ,62a15e599b728c006a94a6ee,Đỗ Vũ,62a15e599b728c006a94a6ee,07/Dec/22 11:54 AM,13/Dec/22 4:06 PM,03/Jan/23 4:59 PM,,,0,ChangePassword,Enter at-least one special character,,Đỗ Vũ,62a15e599b728c006a94a6ee,,,,,,,,,BK02-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BK02-5,,,,,,,,,0|i000ti:,,BK02 Sprint 1,,,,,,,,,Unit,,Skip,,,,,In Progress
EC74 - Verify Pin - First character cannot have space,BK02-78,10087,Story,In Progress,BK02,Banking02,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,07/Dec/22 11:54 AM,20/Dec/22 1:38 PM,03/Jan/23 4:59 PM,,,0,EditCustomer,Pin - First character cannot have space,,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,,,,,,,,,,,,,,,,,,,,BK02-79,,,BK02-77,,,,,,,,,,,,,,,,BK02-7,,,,,,,,,0|i000hq:y,,BK02 Sprint 1,,,,,,,,,System,,,,,,,In Progress
CP99 -Verify Enter at-least one numeric value,BK02-105,10086,Story,In Progress,BK02,Banking02,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,,,,Đỗ Vũ,62a15e599b728c006a94a6ee,Đỗ Vũ,62a15e599b728c006a94a6ee,07/Dec/22 11:53 AM,09/Dec/22 8:44 PM,03/Jan/23 4:59 PM,,,0,ChangePassword,Enter at-least one numeric value,,Đỗ Vũ,62a15e599b728c006a94a6ee,,,,,,,,,BK02-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BK02-5,,,,,,,,,0|i000ta:,,BK02 Sprint 1,,,,,,,,,Unit,,,,,,,In Progress
EC73 - Verify Pin – PIN Code must have 6 Digits,BK02-77,10085,Story,In Progress,BK02,Banking02,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,07/Dec/22 11:53 AM,20/Dec/22 1:38 PM,03/Jan/23 4:59 PM,,,0,EditCustomer,Pin – PIN Code must have 6 Digits,,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,,,,,,,,,,,,,,,,,,,,BK02-78,,,BK02-76,,,,,,,,,,,,,,,,BK02-7,,,,,,,,,0|i000hq:x,,BK02 Sprint 1,,,,,,,,,Unit,,Skip,,,,,In Progress
CP98 -Verify New Password must not be blank,BK02-116,10084,Story,In Progress,BK02,Banking02,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,,,,Đỗ Vũ,62a15e599b728c006a94a6ee,Đỗ Vũ,62a15e599b728c006a94a6ee,07/Dec/22 11:52 AM,13/Dec/22 4:05 PM,03/Jan/23 4:59 PM,,,0,ChangePassword,New Password must not be blank,,Đỗ Vũ,62a15e599b728c006a94a6ee,,,,,,,,,BK02-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BK02-5,,,,,,,,,0|i000t7:,,BK02 Sprint 1,,,,,,,,,Unit,,Skip,,,,,In Progress
EC72 - Verify Pin – Special characters are not allowed,BK02-76,10083,Story,In Progress,BK02,Banking02,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,07/Dec/22 11:52 AM,20/Dec/22 1:37 PM,03/Jan/23 4:59 PM,,,0,EditCustomer,Pin – Special characters are not allowed,,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,,,,,,,,,,,,,,,,,,,,BK02-77,,,BK02-74,,,,,,,,,,,,,,,,BK02-7,,,,,,,,,0|i000hq:v,,BK02 Sprint 1,,,,,,,,,Unit,,Skip,,,,,In Progress
EC71 - Verify Pin - PIN Code must not be blank,BK02-74,10082,Story,In Progress,BK02,Banking02,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,07/Dec/22 11:50 AM,20/Dec/22 1:37 PM,03/Jan/23 4:59 PM,,,0,EditCustomer,Pin - PIN Code must not be blank,,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,,,,,,,,,,,,,,,,,,,,BK02-76,,,BK02-73,,,,,,,,,,,,,,,,BK02-7,,,,,,,,,0|i000hq:s,,BK02 Sprint 1,,,,,,,,,Unit,,Skip,,,,,In Progress
CP97 -Verify Old Password must not be blank,BK02-129,10081,Story,In Progress,BK02,Banking02,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,,,,Đỗ Vũ,62a15e599b728c006a94a6ee,Đỗ Vũ,62a15e599b728c006a94a6ee,07/Dec/22 11:48 AM,13/Dec/22 4:05 PM,03/Jan/23 4:59 PM,,,0,ChangePassword,Old Password must not be blank,,Đỗ Vũ,62a15e599b728c006a94a6ee,,,,,,,,,BK02-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BK02-5,,,,,,,,,0|i000t5:,,BK02 Sprint 1,,,,,,,,,Unit,,Skip,,,,,In Progress
EC71 - Verify Pin - Characters are not allowed,BK02-73,10080,Story,In Progress,BK02,Banking02,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,07/Dec/22 11:48 AM,20/Dec/22 1:37 PM,03/Jan/23 4:59 PM,,,0,EditCustomer,Pin - Characters are not allowed,,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,,,,,,,,,,,,,,,,,,,,BK02-74,,,BK02-72,,,,,,,,,,,,,,,,BK02-7,,,,,,,,,0|i000hq:t,,BK02 Sprint 1,,,,,,,,,Unit,,Skip,,,,,In Progress
EC70.1 - Verify State – First character cannot have space,BK02-72,10079,Story,In Progress,BK02,Banking02,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,07/Dec/22 11:46 AM,20/Dec/22 1:37 PM,03/Jan/23 4:59 PM,,,0,EditCustomer,State – First character cannot have space,,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,,,,,,,,,,,,,,,,,,,,BK02-73,,,BK02-71,,,,,,,,,,,,,,,,BK02-7,,,,,,,,,0|i000hq:ri,,BK02 Sprint 1,,,,,,,,,Unit,,Skip,,,,,In Progress
EC70 - Verify State – Special characters are not allowed,BK02-71,10078,Story,In Progress,BK02,Banking02,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,07/Dec/22 11:44 AM,20/Dec/22 1:37 PM,03/Jan/23 4:59 PM,,,0,EditCustomer,State – Special characters are not allowed,,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,,,,,,,,,,,,,,,,,,,,BK02-72,,,BK02-70,,,,,,,,,,,,,,,,BK02-7,,,,,,,,,0|i000hq:r,,BK02 Sprint 1,,,,,,,,,Unit,,Skip,,,,,In Progress
MSP96 -Verify Characters are not allowed,BK02-128,10077,Bug,Resolved,BK02,Banking02,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,Done,,,Đỗ Vũ,62a15e599b728c006a94a6ee,Đỗ Vũ,62a15e599b728c006a94a6ee,07/Dec/22 11:42 AM,13/Dec/22 4:28 PM,03/Jan/23 4:59 PM,13/Dec/22 4:26 PM,,0,MiniStatementPage,h1. Special character are not allowed,,Đỗ Vũ,62a15e599b728c006a94a6ee,,,,,,,,,,,,,,,,,,,,,,,,07/Dec/22 11:43 AM;62a15e599b728c006a94a6ee;mini3.jpg;https://dolongvu.atlassian.net/secure/attachment/10009/mini3.jpg,,,,,"Not have notification message “Characters are not allowed*mandatory field""",,,,,,,,,,BK02-3,,,,"No notification""Characters are not allowed
*mandatory field""",,,,,0|i000t0:,,BK02 Sprint 1,,,,,,,,,Unit,,Fail,,"Step 1: Enter Account*

Step 2: Click Submit and Wait notification",,,Done
EC69 - Verify State - State must not be blank,BK02-70,10076,Story,In Progress,BK02,Banking02,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,07/Dec/22 11:41 AM,20/Dec/22 1:36 PM,03/Jan/23 4:59 PM,,,0,EditCustomer,State - State must not be blank,,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,,,,,,,,,,,,,,,,,,,,BK02-71,,,BK02-69,,,,,,,,,,,,,,,,BK02-7,,,,,,,,,0|i000hq:i,,BK02 Sprint 1,,,,,,,,,Unit,,Skip,,,,,In Progress
EC68 - Verify State – Numbers are not allowed,BK02-69,10075,Story,In Progress,BK02,Banking02,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,07/Dec/22 11:40 AM,20/Dec/22 1:36 PM,03/Jan/23 4:59 PM,,,0,EditCustomer,State – Numbers are not allowed,,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,,,,,,,,,,,,,,,,,,,,BK02-70,,,BK02-68,,,,,,,,,,,,,,,,BK02-7,,,,,,,,,0|i000hq:hr,,BK02 Sprint 1,,,,,,,,,Unit,,Skip,,,,,In Progress
EC67 - Verify City - First character can not have space,BK02-68,10074,Story,Done,BK02,Banking02,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,Done,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,07/Dec/22 11:38 AM,24/Dec/22 3:41 PM,03/Jan/23 4:59 PM,24/Dec/22 3:41 PM,,0,EditCustomer,City - First character can not have space,,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,,,,,,,,,,,,,,,,,,,,BK02-69,,,BK02-67,,,,,,,,,,,,,,,,BK02-7,,,,,,,,,0|i000hq:hi,,BK02 Sprint 1,,,,,,,,,Unit,,Skip,,,,,Done
MSP95 -Verify Special character are not allowed,BK02-117,10073,Bug,Resolved,BK02,Banking02,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,Done,,,Đỗ Vũ,62a15e599b728c006a94a6ee,Đỗ Vũ,62a15e599b728c006a94a6ee,07/Dec/22 11:37 AM,13/Dec/22 4:28 PM,03/Jan/23 4:59 PM,13/Dec/22 4:26 PM,,0,MiniStatementPage,h1. Special character are not allowed,,Đỗ Vũ,62a15e599b728c006a94a6ee,,,,,,,,,,,,,,,,,,,,,,,,09/Dec/22 8:26 PM;62a15e599b728c006a94a6ee;mini2'.jpg;https://dolongvu.atlassian.net/secure/attachment/10063/mini2%27.jpg,,,,,"Not have notification message “Special characters are not allowed*mandatory field""",,,,,,,,,,BK02-3,,,,"No notification""Special characters are not allowed
*mandatory field""",,,,,0|i000sq:,,BK02 Sprint 1,,,,,,,,,Unit,,Fail,,"Step 1: Enter Account*

Step 2: Click Submit and Wait notification",,,Done
EC66 - Verify City – Numbers are not allowed,BK02-67,10072,Story,In Progress,BK02,Banking02,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,07/Dec/22 11:37 AM,20/Dec/22 1:36 PM,03/Jan/23 4:59 PM,,,0,EditCustomer,City – Numbers are not allowed,,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,,,,,,,,,,,,,,,,,,,,BK02-68,,,BK02-66,,,,,,,,,,,,,,,,BK02-7,,,,,,,,,0|i000hq:h,,BK02 Sprint 1,,,,,,,,,Unit,,Skip,,,,,In Progress
